Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio
19,103478,644,37,3,0.42
35,109027,741,17,0,0.43
40,59644,750,35,0,0.56
19,55544,533,30,3,0.39
29,44122,456,3,1,0.54
39,35592,327,12,0,0.26
54,40125,771,38,4,0.12
37,78610,757,29,4,0.32
56,59895,637,18,3,0.2
41,52992,721,3,1,0.49
65,45003,674,0,4,0.5
37,45492,598,39,0,0.49
18,58537,324,31,2,0.33
18,56271,365,11,2,0.55
34,59843,828,11,0,0.32
18,47939,690,19,1,0.4
70,42812,577,10,3,0.21
69,60126,309,29,0,0.11
62,82859,645,30,2,0.4
47,46430,440,27,3,0.43
58,18148,327,28,1,0.56
64,30220,399,21,4,0.52
20,102449,486,28,2,0.49
63,98407,692,0,1,0.45
72,82733,610,20,0,0.32
28,77368,560,30,1,0.34
41,99593,368,26,1,0.49
39,50433,337,34,3,0.18
61,64180,365,7,2,0.46
62,40705,774,39,2,0.41
43,54848,793,7,1,0.21
30,154527,766,5,0,0.32
18,39604,363,14,1,0.49
41,33436,479,20,0,0.16
27,54349,398,36,3,0.41
52,49023,836,5,2,0.31
41,68390,603,28,2,0.23
45,89003,372,24,2,0.55
53,49649,846,22,2,0.34
33,171680,442,37,3,0.59
57,110785,513,26,1,0.42
33,40873,604,22,2,0.27
34,57552,713,18,4,0.25
68,77979,644,27,0,0.45
71,39558,793,33,0,0.27
32,21325,424,6,2,0.39
33,157108,707,12,0,0.38
32,34423,535,3,0,0.11
74,91693,643,10,3,0.45
51,84983,820,20,0,0.38
28,39818,826,20,3,0.51
18,159524,363,25,0,0.57
32,61839,801,30,3,0.34
43,64143,310,3,0,0.49
68,27746,729,2,4,0.33
21,20826,600,38,1,0.25
60,53035,545,20,3,0.55
22,114534,393,37,4,0.41
52,23601,614,17,1,0.13
30,64387,452,32,1,0.57
27,62367,539,34,4,0.31
28,111358,439,31,2,0.43
35,99532,515,10,2,0.58
51,64224,669,38,3,0.37
56,57137,592,30,2,0.4
58,41775,540,29,3,0.19
59,33768,834,37,4,0.49
67,43774,620,19,2,0.36
40,34426,344,39,2,0.34
24,56808,583,25,0,0.19
56,58843,511,10,0,0.32
20,52190,386,1,1,0.57
29,63238,306,38,0,0.29
24,47591,758,16,4,0.21
66,91201,482,23,3,0.4
43,67128,627,29,3,0.35
50,47004,598,36,0,0.34
54,33414,697,5,0,0.18
65,57481,313,22,3,0.55
32,105934,399,34,1,0.4
19,80396,468,25,2,0.41
58,87472,531,24,1,0.16
24,85993,410,35,4,0.33
49,109955,646,20,4,0.39
21,92139,639,22,2,0.56
37,64507,539,0,2,0.39
67,48847,539,9,1,0.58
70,92780,569,24,3,0.45
53,17862,839,21,2,0.18
49,112836,585,7,1,0.13
45,84542,634,32,1,0.37
30,135849,742,11,3,0.57
18,34207,802,38,1,0.26
73,107046,669,11,4,0.54
52,83431,419,11,3,0.17
65,44190,374,10,0,0.47
47,55928,722,7,1,0.31
71,54006,369,7,2,0.11
53,49887,570,36,2,0.24
74,30505,431,15,3,0.3
72,107706,397,35,2,0.32
42,37303,401,17,2,0.19
33,35423,727,20,0,0.41
36,109052,466,3,2,0.52
18,29692,404,6,3,0.44
22,51466,848,33,3,0.5
68,36419,741,33,4,0.27
39,135722,565,35,1,0.52
41,106072,719,36,1,0.1
60,39702,560,29,1,0.51
62,36369,733,25,3,0.11
69,87870,715,11,2,0.42
54,74360,654,10,1,0.2
70,50159,760,28,2,0.35
53,47892,684,2,2,0.3
53,53266,842,10,4,0.58
21,93992,574,8,1,0.26
53,131314,609,25,3,0.43
69,148949,431,7,3,0.36
70,41472,348,20,4,0.29
35,61636,743,7,1,0.43
67,117214,471,5,2,0.17
33,38743,629,17,1,0.47
58,42572,305,5,3,0.39
35,89182,503,20,3,0.49
39,47365,668,22,3,0.48
19,28632,847,35,2,0.34
38,39598,580,17,3,0.31
53,98238,354,26,1,0.53
61,67813,468,2,2,0.56
56,27415,612,11,1,0.31
64,44158,777,19,0,0.56
56,148949,727,18,0,0.56
46,57829,811,22,2,0.16
71,53013,712,4,3,0.33
43,60120,347,18,3,0.5
38,66341,302,11,2,0.17
34,49246,628,27,1,0.22
33,117039,532,36,0,0.38
48,47311,359,33,3,0.16
68,98408,829,15,3,0.27
26,148928,396,3,0,0.36
48,72320,365,5,2,0.5
31,35460,330,6,2,0.18
66,65783,447,33,2,0.46
54,45166,346,3,3,0.57
19,93811,543,14,1,0.2
69,66411,556,12,4,0.21
65,56414,777,8,2,0.49
63,36163,655,36,4,0.17
31,23612,752,16,1,0.34
50,39903,821,37,3,0.31
52,82911,476,13,4,0.36
56,108163,509,36,2,0.36
64,51274,341,30,4,0.38
68,37333,423,1,0,0.51
37,65832,486,18,1,0.31
19,84478,324,18,0,0.21
68,88308,463,12,1,0.49
58,65990,334,20,1,0.59
36,168575,552,30,3,0.16
54,112920,774,27,1,0.23
35,32487,769,0,1,0.59
33,28746,821,34,2,0.21
21,34024,563,9,0,0.31
29,107385,404,7,4,0.14
46,25472,519,12,3,0.25
24,75265,706,18,1,0.23
31,54995,505,2,2,0.58
72,32131,515,2,1,0.17
29,67807,363,26,3,0.25
52,54818,337,17,0,0.14
22,89632,521,34,4,0.44
34,26542,641,33,2,0.59
59,38300,772,29,3,0.18
49,38685,835,7,3,0.41
27,83351,656,20,1,0.18
60,53166,805,18,2,0.21
34,108055,534,39,4,0.37
22,49050,393,29,3,0.57
62,66857,488,26,4,0.34
59,125758,315,19,0,0.33
26,24674,674,13,1,0.17
66,60748,663,11,4,0.38
50,58936,697,22,3,0.33
53,40379,709,11,3,0.27
53,55164,473,38,3,0.47
35,69988,485,29,3,0.25
26,41228,329,26,2,0.55
74,61556,769,23,1,0.54
46,35958,679,2,2,0.34
67,54059,611,29,2,0.55
31,95258,377,34,1,0.58
42,97513,834,32,3,0.12
32,107622,828,36,0,0.53
23,56907,421,39,2,0.3
73,50850,527,15,4,0.6
59,86593,707,17,2,0.27
46,107305,474,17,1,0.52
32,62424,314,13,2,0.21
46,127526,513,31,4,0.57
21,85416,351,11,2,0.47
35,45003,615,1,0,0.24
67,47811,356,25,2,0.44
74,58674,588,22,4,0.32
66,27303,448,34,3,0.53
61,45400,707,32,0,0.1
56,105916,831,24,3,0.36
33,117308,668,3,2,0.44
28,69079,623,20,4,0.3
31,75145,656,3,1,0.34
20,51279,729,30,0,0.22
68,43474,332,14,4,0.31
67,79630,842,3,1,0.56
59,48054,585,3,0,0.29
55,139409,816,2,0,0.59
62,73445,416,4,2,0.33
59,74804,568,18,1,0.41
35,35250,462,37,0,0.1
37,18782,439,31,0,0.19
65,74799,443,8,2,0.28
42,46702,521,2,2,0.26
74,97927,734,33,3,0.46
55,37934,844,24,3,0.37
30,45907,753,9,3,0.21
21,104791,366,31,3,0.4
72,74488,305,4,1,0.17
31,36291,540,28,1,0.53
50,60900,354,6,4,0.47
45,155106,682,14,4,0.27
69,64332,733,1,3,0.12
54,55602,769,9,3,0.49
25,93677,370,10,1,0.22
61,71405,749,39,3,0.23
51,123233,779,20,3,0.32
61,87338,442,11,1,0.4
22,94209,321,3,0,0.12
71,126267,721,27,1,0.51
22,51558,691,28,3,0.12
48,44383,767,12,1,0.19
62,30550,592,17,4,0.21
26,53883,420,26,0,0.52
59,31122,737,2,0,0.47
49,71879,400,34,0,0.41
50,44057,486,38,1,0.28
20,96874,458,21,4,0.38
47,88374,817,16,2,0.13
67,49276,479,27,4,0.53
29,97552,730,37,4,0.45
46,64512,511,15,3,0.43
20,24695,732,4,4,0.59
43,36522,400,21,1,0.37
74,41685,619,16,0,0.14
47,60181,397,10,4,0.21
26,48313,578,21,4,0.18
43,45959,442,35,2,0.57
19,80056,644,39,2,0.16
20,88739,655,2,3,0.11
63,43946,654,26,2,0.25
21,39149,729,12,3,0.16
42,112656,338,12,1,0.41
68,233991,602,29,0,0.21
30,37385,848,17,2,0.52
56,93486,724,39,1,0.17
61,55853,647,32,0,0.18
52,83951,728,16,1,0.4
72,37179,585,9,1,0.14
40,32020,754,23,1,0.13
26,34153,623,28,1,0.19
19,45158,818,7,2,0.36
71,53244,652,35,4,0.37
58,96044,602,13,1,0.29
61,39468,509,28,0,0.33
48,43524,743,6,2,0.33
61,169440,432,24,2,0.33
64,61493,475,29,1,0.23
19,69055,386,27,1,0.18
49,86912,757,9,0,0.3
35,46077,516,33,4,0.33
30,59327,705,15,2,0.58
63,50958,706,9,1,0.47
22,57439,728,28,3,0.53
59,91274,531,14,3,0.29
61,83895,729,27,1,0.39
27,19127,337,23,3,0.47
73,98611,723,19,0,0.19
60,50369,698,28,4,0.33
42,72940,484,1,3,0.27
51,48835,676,31,0,0.37
54,58343,574,29,3,0.25
47,115571,585,8,0,0.28
24,70829,647,18,0,0.52
23,112655,829,5,1,0.49
71,58367,306,7,2,0.3
72,55411,487,33,0,0.15
20,60239,415,0,3,0.24
30,31737,798,12,1,0.47
20,15591,362,5,2,0.48
43,40523,740,34,4,0.26
74,100069,643,28,0,0.57
41,121816,678,1,0,0.35
70,22000,594,9,2,0.54
23,113929,531,30,1,0.36
60,44526,739,7,4,0.11
66,29342,693,38,2,0.15
59,101682,575,27,4,0.15
29,46503,466,30,2,0.46
66,221409,398,12,1,0.53
53,42760,711,6,3,0.36
19,52147,527,0,2,0.53
28,36744,713,25,3,0.29
56,64534,613,15,2,0.15
51,89190,625,11,0,0.23
43,25206,361,15,1,0.16
35,83108,428,33,0,0.54
38,48808,751,26,4,0.22
53,38930,708,24,3,0.48
57,29714,722,18,4,0.14
69,97666,529,6,3,0.49
63,69102,811,11,3,0.14
61,44755,637,23,1,0.57
39,88409,545,38,4,0.42
70,78035,503,4,0,0.44
47,92403,492,0,0,0.44
67,135984,658,6,3,0.24
60,66753,553,25,3,0.32
47,157343,583,23,3,0.55
25,122245,517,16,4,0.2
51,88585,481,3,4,0.36
74,25703,522,15,2,0.26
64,63252,507,35,0,0.48
26,67721,722,4,3,0.33
68,66688,469,4,4,0.27
37,56675,438,16,2,0.4
57,82704,502,20,3,0.15
42,88395,553,29,0,0.38
36,25949,465,32,4,0.49
22,117879,695,22,3,0.58
28,28617,725,28,1,0.52
32,48876,746,38,1,0.41
25,38415,805,37,0,0.37
36,41735,436,6,2,0.26
40,103080,705,36,2,0.34
44,63628,530,6,1,0.41
57,84229,543,14,0,0.16
49,82125,585,28,1,0.46
43,22982,353,9,3,0.22
44,45303,691,19,4,0.16
36,87054,569,8,2,0.15
67,83151,688,5,4,0.26
59,24876,312,19,0,0.26
46,100209,642,20,0,0.39
56,81473,638,6,1,0.33
58,36997,323,37,0,0.47
50,73446,334,33,4,0.11
36,53393,785,2,2,0.15
54,76571,721,16,1,0.22
36,24340,589,1,0,0.12
50,50196,589,11,3,0.18
64,108050,318,12,0,0.46
33,78386,591,37,2,0.5
40,88949,677,35,1,0.4
24,53275,453,11,2,0.39
43,79393,427,26,4,0.41
49,55185,732,25,4,0.5
29,37706,569,39,0,0.52
25,52781,814,4,3,0.27
22,123873,557,31,3,0.31
59,105467,641,35,1,0.5
45,36457,801,37,0,0.21
70,48597,716,15,2,0.57
22,37717,399,9,0,0.52
66,65497,693,36,3,0.32
43,98581,352,14,2,0.36
22,165362,727,10,2,0.32
39,29327,448,8,3,0.21
32,91965,750,17,1,0.22
30,59644,833,32,0,0.25
45,49832,831,8,3,0.3
50,37509,665,14,0,0.55
60,145791,623,35,0,0.28
40,26517,819,35,1,0.38
50,46869,545,0,2,0.14
60,71944,748,27,3,0.29
35,75105,453,32,2,0.31
67,111680,545,0,4,0.35
70,38548,342,5,3,0.33
47,81813,692,10,0,0.43
43,58019,462,26,3,0.53
33,61090,765,4,2,0.42
30,47582,811,9,4,0.29
56,64921,446,27,1,0.49
50,55759,455,15,3,0.44
43,50104,814,25,1,0.45
65,46046,445,27,4,0.49
18,72131,811,13,2,0.16
66,30777,568,12,4,0.28
55,54384,710,0,3,0.18
19,40787,543,34,0,0.49
66,56305,595,14,2,0.38
23,56664,613,28,3,0.59
63,92357,579,30,2,0.44
67,83242,776,11,2,0.14
55,69279,418,4,3,0.24
59,65275,833,31,0,0.56
41,54424,773,9,0,0.59
35,53923,511,4,3,0.21
44,24985,765,26,2,0.35
58,86411,465,38,2,0.29
25,68409,779,20,3,0.2
45,109118,682,15,3,0.28
27,45375,360,28,4,0.31
34,112441,578,14,0,0.43
72,54398,508,37,2,0.35
46,44955,336,6,2,0.52
23,129666,433,17,2,0.57
31,71822,711,18,2,0.29
39,138068,447,16,3,0.35
71,65201,696,13,0,0.46
23,89653,551,9,4,0.51
43,100142,802,24,3,0.21
56,52016,806,8,2,0.43
29,71184,543,15,0,0.51
52,64673,666,23,0,0.47
31,90777,749,20,1,0.45
39,35147,419,33,3,0.57
68,80867,608,38,0,0.47
40,94867,511,6,3,0.34
65,42555,583,6,0,0.53
24,38533,553,27,0,0.32
57,26130,829,34,4,0.5
67,169267,562,9,1,0.41
42,41529,576,37,3,0.4
30,121658,340,31,2,0.47
38,53960,722,33,4,0.45
58,103684,808,23,2,0.37
27,80055,663,1,4,0.54
70,171283,842,3,0,0.46
72,123365,760,0,1,0.39
26,66606,752,21,3,0.45
32,69906,614,10,0,0.27
69,84083,659,10,2,0.6
19,228811,533,13,1,0.33
42,61936,342,26,2,0.34
30,31371,527,32,3,0.3
51,67667,632,27,2,0.26
68,43463,791,22,1,0.58
51,66545,505,8,3,0.58
52,106465,388,17,0,0.57
55,77036,398,23,0,0.26
20,44506,336,26,1,0.41
59,54098,673,34,1,0.19
73,35132,690,3,1,0.46
23,113302,733,21,2,0.24
72,90247,785,10,0,0.44
65,34746,691,6,0,0.46
66,211189,655,36,0,0.6
36,53718,354,33,3,0.49
20,69408,613,11,4,0.39
35,50576,403,3,1,0.35
56,73868,315,1,3,0.13
26,62757,708,0,4,0.57
69,29768,328,17,1,0.19
29,107662,655,22,4,0.12
22,39574,678,33,0,0.27
20,94708,810,3,4,0.21
28,53320,646,18,1,0.34
74,61800,802,39,3,0.56
47,76195,324,39,1,0.58
21,64127,391,8,4,0.24
22,86847,628,22,4,0.55
18,42019,837,12,1,0.55
44,100553,641,0,0,0.32
45,35765,747,11,1,0.37
46,37933,695,9,1,0.12
35,79978,841,26,4,0.11
29,101191,825,18,2,0.18
30,69003,801,39,4,0.36
58,126260,706,31,4,0.34
19,39466,429,21,4,0.11
54,33434,430,24,4,0.16
62,91046,817,10,0,0.31
33,63649,448,10,3,0.5
65,89597,575,25,1,0.37
41,35810,495,15,1,0.44
52,47972,708,28,2,0.33
39,143113,370,29,0,0.29
53,54148,498,10,2,0.55
28,122180,844,0,1,0.51
72,88291,764,5,2,0.2
63,51910,389,12,4,0.51
46,121282,300,26,4,0.23
52,70486,466,34,1,0.12
65,60280,848,32,2,0.49
71,57530,541,13,4,0.18
32,74564,433,21,0,0.24
48,34058,551,20,0,0.48
59,93855,321,1,1,0.34
58,74660,371,4,3,0.45
60,44999,820,14,3,0.11
33,31753,800,19,2,0.27
27,52820,607,25,1,0.28
66,67852,550,23,1,0.22
49,64730,503,34,4,0.29
68,64531,307,23,4,0.28
19,83859,407,25,0,0.57
41,33679,822,21,0,0.52
40,57947,672,26,1,0.51
19,69488,685,18,4,0.1
55,75384,482,36,4,0.28
48,93846,608,35,1,0.18
68,54081,478,28,0,0.25
57,61491,526,39,4,0.18
43,41325,817,38,3,0.14
46,72701,311,11,2,0.38
20,38745,549,15,0,0.48
31,79766,717,30,3,0.35
42,108073,676,14,1,0.24
65,75670,497,32,1,0.15
18,113737,747,14,2,0.53
70,47727,336,31,4,0.42
20,32880,720,21,3,0.18
71,55221,307,5,4,0.25
43,44045,464,29,3,0.49
35,46783,419,16,1,0.48
26,19714,671,1,1,0.43
55,65369,532,15,4,0.15
40,60521,729,11,4,0.42
38,91266,586,11,3,0.41
74,78948,694,38,2,0.4
18,54848,719,16,1,0.51
38,94506,751,5,3,0.16
44,93276,571,25,0,0.11
59,46934,585,0,4,0.22
23,66042,338,15,1,0.15
72,127420,796,39,2,0.48
61,70492,787,15,2,0.14
53,39692,671,15,0,0.28
45,34158,848,38,4,0.55
62,28691,709,28,4,0.55
34,21506,555,25,3,0.28
57,47002,775,29,0,0.4
69,54869,510,32,2,0.2
20,36747,704,19,2,0.14
29,42526,830,36,0,0.48
56,37159,694,12,0,0.1
29,27174,429,7,2,0.51
19,54998,324,31,0,0.27
73,83645,389,17,0,0.17
63,46398,572,10,4,0.35
39,105667,640,37,0,0.59
40,64638,511,13,2,0.47
47,93573,647,39,1,0.48
22,60830,595,32,2,0.3
26,83749,689,22,4,0.33
38,29570,387,6,0,0.52
28,91238,726,14,2,0.14
22,60069,469,14,3,0.13
52,103669,446,8,1,0.44
44,52779,539,20,2,0.24
66,143035,354,36,0,0.6
19,78186,819,38,4,0.6
41,38077,598,27,1,0.42
48,105246,303,5,3,0.33
50,35280,663,9,3,0.1
56,34307,591,14,0,0.4
47,114048,688,23,3,0.14
63,70807,770,3,1,0.55
54,62081,830,34,3,0.16
68,46538,725,14,0,0.15
45,90748,698,36,3,0.46
48,52267,603,1,4,0.18
28,66225,403,39,1,0.39
40,34077,630,27,0,0.5
74,58172,663,4,0,0.1
19,65357,665,22,4,0.18
57,78210,381,8,0,0.19
58,70890,384,6,2,0.38
44,50677,518,3,0,0.5
52,69034,667,18,3,0.53
19,97768,541,7,0,0.13
56,28508,461,30,1,0.35
54,55119,478,13,0,0.53
38,66460,391,28,1,0.14
22,37754,799,8,4,0.11
69,95306,805,36,2,0.12
62,80801,468,5,3,0.57
38,98623,686,27,2,0.3
46,176283,620,9,2,0.13
37,70620,400,2,4,0.6
55,51969,595,11,0,0.58
37,95730,492,35,2,0.31
67,44623,760,10,3,0.15
42,75513,585,8,1,0.47
19,100550,515,5,4,0.13
74,90771,755,11,4,0.41
49,121015,527,7,2,0.48
43,52228,660,12,0,0.21
23,85351,342,8,2,0.57
58,62717,480,19,1,0.6
74,67956,810,39,2,0.28
20,67957,761,9,0,0.58
50,78390,585,26,4,0.22
18,58881,596,3,3,0.5
68,29430,336,9,4,0.47
22,64673,382,18,0,0.12
30,71745,556,9,4,0.23
36,58633,516,22,2,0.29
29,74439,821,35,2,0.11
65,56289,325,8,2,0.57
42,52283,550,1,2,0.21
74,120035,514,18,0,0.56
68,185075,619,7,1,0.32
52,92948,710,25,2,0.16
29,44923,758,35,4,0.31
47,67003,623,10,0,0.41
22,64538,829,2,0,0.34
51,83730,638,29,3,0.26
39,65780,527,17,2,0.51
56,81431,535,16,4,0.58
30,146413,665,8,1,0.15
74,23821,733,29,1,0.37
64,46484,748,15,4,0.26
71,96732,806,7,0,0.47
20,58565,575,25,4,0.42
70,80530,361,4,3,0.11
37,54453,630,4,0,0.42
48,130624,486,23,3,0.46
22,107005,836,13,1,0.49
41,69518,804,4,2,0.55
57,138289,620,35,3,0.57
71,69900,492,24,4,0.23
50,61890,553,16,2,0.43
25,124876,613,5,1,0.38
41,29744,523,6,4,0.51
67,65115,730,14,3,0.12
37,71437,655,5,4,0.3
33,53567,726,31,2,0.27
67,41243,691,39,4,0.43
69,57759,521,26,3,0.31
29,28137,402,39,0,0.3
30,130184,617,4,1,0.29
62,133480,836,15,1,0.51
59,62109,518,10,2,0.34
56,51252,737,38,4,0.3
42,28608,468,24,4,0.53
63,43178,371,1,3,0.1
49,125674,755,27,1,0.26
41,60117,374,6,1,0.44
65,46309,562,37,2,0.15
64,61282,768,0,1,0.39
61,45720,817,17,3,0.32
26,27220,498,11,3,0.43
57,51368,637,7,1,0.37
67,35506,337,19,2,0.2
40,74161,618,34,3,0.17
67,95238,439,15,2,0.25
30,41938,547,32,4,0.57
49,65994,726,39,1,0.21
67,59408,494,24,4,0.33
32,41419,514,18,4,0.58
53,19171,840,34,1,0.2
66,35870,688,15,4,0.22
22,40617,728,15,1,0.34
39,64321,451,24,2,0.15
33,67615,402,31,4,0.14
58,111387,704,27,4,0.25
27,35714,587,8,3,0.17
41,39738,432,17,4,0.31
35,43373,745,22,0,0.15
66,54434,701,29,4,0.39
35,66821,334,31,4,0.35
24,74242,643,23,3,0.4
21,23361,783,10,0,0.55
43,108825,820,25,2,0.27
22,75718,687,10,1,0.23
72,93093,844,19,4,0.39
33,18134,310,17,2,0.22
52,90757,437,33,2,0.13
43,36405,430,35,1,0.13
35,47793,698,3,1,0.13
46,122639,550,20,2,0.22
40,83182,665,25,0,0.46
70,42687,720,13,3,0.18
31,89151,723,25,2,0.23
32,71711,461,12,1,0.53
66,48840,394,25,3,0.32
50,75954,461,14,1,0.12
42,49558,660,26,2,0.22
38,72653,528,22,3,0.25
34,72192,415,21,1,0.19
40,77012,520,9,1,0.58
74,156712,762,4,0,0.3
60,96050,614,3,1,0.3
34,98714,629,35,4,0.59
31,46006,585,15,2,0.37
46,28037,481,31,4,0.14
37,54510,755,10,2,0.32
47,46948,574,38,0,0.43
36,80805,336,32,2,0.39
70,54239,742,34,0,0.52
56,116205,335,3,3,0.58
73,25094,367,22,4,0.13
30,52069,709,2,4,0.23
35,72142,659,19,0,0.55
40,36762,420,0,4,0.54
63,94139,781,32,4,0.11
50,92613,588,9,0,0.39
56,48261,389,2,0,0.26
57,225132,511,31,1,0.37
35,34238,371,37,4,0.21
26,30540,589,30,4,0.45
50,47234,666,20,3,0.27
49,65850,326,23,4,0.42
71,26725,719,23,0,0.14
34,81603,661,9,2,0.58
36,204873,754,5,1,0.23
44,29836,771,27,0,0.3
23,66052,668,0,2,0.29
52,96662,625,9,4,0.4
73,87802,709,29,0,0.15
54,176169,802,14,4,0.27
51,47349,324,13,3,0.54
37,161618,460,23,3,0.3
42,58096,494,9,1,0.22
21,46392,720,25,2,0.55
27,153210,312,0,0,0.39
27,49818,706,19,1,0.31
41,102291,654,28,4,0.57
38,46801,545,33,0,0.45
28,31665,387,1,0,0.43
44,31709,738,1,4,0.26
33,85204,720,1,1,0.38
43,35173,555,7,1,0.33
47,53903,575,24,3,0.3
66,43270,306,17,0,0.1
33,38584,799,16,1,0.25
24,41009,545,29,0,0.59
33,66412,645,7,3,0.49
52,13508,503,28,2,0.41
33,91312,781,18,2,0.31
57,31336,779,36,3,0.14
29,33399,393,23,0,0.4
52,29085,609,17,1,0.24
66,68499,819,9,1,0.39
38,124486,729,15,4,0.57
67,55948,469,4,1,0.49
60,74491,418,14,0,0.58
53,78387,362,22,0,0.52
65,86733,416,30,3,0.14
34,36250,408,29,4,0.15
49,132817,792,6,1,0.44
58,50666,716,19,0,0.43
23,68908,624,38,0,0.29
41,55548,539,2,2,0.13
44,47918,815,2,0,0.46
37,95777,551,30,4,0.15
42,82253,485,6,1,0.42
19,20068,712,0,2,0.12
26,73834,803,26,0,0.19
45,170896,832,0,4,0.38
70,65700,453,5,3,0.4
55,46378,523,19,1,0.44
20,49427,717,38,3,0.16
37,45208,784,2,4,0.32
23,33707,459,1,3,0.17
56,54592,350,31,1,0.57
50,54469,579,19,4,0.52
72,80828,471,35,0,0.38
18,46108,631,26,3,0.32
54,163646,592,19,2,0.26
23,37483,365,18,3,0.49
62,64449,569,20,4,0.35
51,41200,643,19,2,0.11
64,45737,570,4,4,0.39
32,52066,360,19,4,0.53
62,66297,435,11,2,0.4
43,89451,558,9,4,0.14
74,47437,555,21,2,0.4
31,28327,630,37,0,0.47
71,118755,692,27,4,0.47
24,36732,843,11,0,0.37
63,52931,553,38,1,0.48
48,61547,566,9,3,0.16
41,56891,306,34,0,0.23
48,29555,738,39,3,0.21
46,92136,303,36,2,0.27
59,14630,841,16,1,0.42
49,97723,606,26,2,0.36
34,106743,761,28,4,0.33
31,94051,847,25,3,0.38
57,51425,650,8,2,0.3
53,63876,798,11,3,0.58
65,42845,510,25,4,0.11
41,61965,412,32,4,0.25
62,82008,416,31,3,0.59
71,34630,615,10,1,0.56
44,55985,732,28,3,0.52
42,47164,314,7,3,0.18
49,107627,500,24,2,0.5
69,37401,646,19,3,0.15
35,81885,423,20,1,0.14
63,58315,455,3,1,0.14
35,56267,708,35,3,0.39
54,83119,507,28,0,0.44
43,49414,765,18,3,0.23
26,63046,463,25,2,0.43
52,104354,576,35,0,0.33
25,40599,693,24,4,0.59
37,68561,349,22,4,0.27
71,93029,443,37,0,0.44
59,75619,465,27,3,0.16
39,113617,366,10,4,0.13
36,56391,319,28,2,0.41
47,83760,368,19,4,0.23
70,103917,753,8,2,0.56
45,25698,324,23,0,0.11
52,48854,609,12,2,0.57
60,72369,311,1,1,0.11
28,94873,533,16,1,0.42
48,67627,432,26,1,0.52
66,120369,574,37,1,0.31
65,45840,451,1,0,0.43
56,32291,751,32,2,0.25
53,89084,515,4,3,0.33
47,56585,609,13,1,0.19
40,39383,532,26,1,0.21
36,140675,792,35,4,0.55
29,86980,448,26,1,0.46
32,82915,636,13,3,0.52
48,132805,755,14,3,0.3
60,49338,778,26,4,0.16
54,121385,806,7,0,0.56
54,73810,574,20,0,0.58
32,44586,480,33,2,0.53
46,59665,733,27,3,0.38
67,65728,450,23,3,0.35
60,104438,770,16,1,0.55
43,30485,503,5,1,0.31
61,24978,763,37,1,0.39
19,40385,626,18,2,0.31
37,57880,448,0,3,0.14
32,85580,576,37,1,0.54
69,47623,334,25,1,0.46
21,73760,515,4,3,0.33
39,133461,300,3,1,0.18
67,25600,767,24,4,0.19
55,55936,765,21,4,0.43
40,200733,750,12,0,0.57
43,41967,369,22,3,0.31
68,39797,556,32,4,0.32
28,77693,391,24,3,0.44
45,45941,671,9,2,0.53
73,102528,398,17,3,0.5
19,206394,809,26,0,0.46
25,62153,806,25,0,0.23
46,235354,642,1,2,0.19
28,47740,545,9,3,0.1
54,55060,771,19,3,0.58
35,37051,578,37,4,0.32
72,47807,809,2,4,0.2
67,53138,730,9,0,0.16
31,73643,741,27,3,0.17
71,32111,560,18,1,0.27
27,46222,554,16,4,0.53
52,46812,760,22,3,0.59
26,93598,564,27,2,0.35
52,63469,814,26,4,0.26
28,63475,744,31,0,0.19
61,62419,522,37,0,0.24
29,25026,491,11,0,0.41
20,133738,739,19,0,0.57
70,37704,568,5,3,0.35
56,93436,340,2,3,0.17
31,53498,340,2,4,0.57
73,44102,630,22,1,0.58
45,100896,474,8,0,0.55
28,32963,732,32,1,0.53
56,34388,748,35,0,0.49
42,64779,622,11,4,0.16
38,65750,579,25,2,0.26
27,90196,393,36,0,0.48
60,85671,639,9,2,0.53
32,57833,719,10,0,0.21
36,63084,504,18,1,0.41
65,55679,559,4,0,0.13
39,121652,690,23,1,0.53
38,36642,577,34,2,0.27
69,60829,780,27,3,0.2
61,87970,750,29,2,0.52
49,104295,590,18,3,0.19
67,42878,404,5,4,0.33
40,36854,676,38,4,0.15
30,32185,489,18,4,0.32
22,50439,494,30,4,0.56
21,67988,676,10,0,0.45
45,47283,317,16,2,0.59
31,84931,558,16,1,0.32
25,57943,671,14,0,0.54
26,81206,359,5,0,0.56
74,64446,404,31,4,0.15
68,25780,725,39,0,0.59
52,33694,560,10,1,0.55
54,106783,345,12,2,0.41
38,37478,825,16,4,0.37
35,91671,776,27,4,0.29
50,63775,566,17,1,0.39
25,36597,833,27,0,0.47
68,87100,405,15,1,0.45
66,47153,816,35,3,0.25
34,64587,695,39,2,0.44
60,53910,448,19,2,0.1
48,15489,579,38,1,0.18
51,83857,824,26,2,0.18
23,87867,325,39,2,0.47
39,46768,581,32,0,0.55
31,82551,783,1,4,0.14
20,38720,363,12,4,0.56
29,39117,410,1,4,0.25
53,67494,387,36,1,0.41
29,42274,721,4,1,0.18
62,56129,739,5,4,0.3
19,37439,427,31,3,0.33
19,31498,593,23,3,0.29
32,66426,448,16,0,0.51
40,66737,626,8,1,0.39
46,60451,439,39,4,0.35
34,51776,421,39,3,0.49
49,42116,822,1,4,0.45
24,34870,683,8,2,0.15
